"","Country","Export","Year","import","Net","Region","shape"
"5621","Botswana",9953736.156,"1962",15982055.24,-6028319.084,"Sub-Saharan Africa","Other"
"5638","Central African Republic",30610513.53,"1962",46936105.26,-16325591.73,"Sub-Saharan Africa","Other"
"5655","Canada",7464915853,"1962",7469254670,-4338817,"North America","Other"
"5672","Switzerland",3191279862,"1962",3427708777,-236428915,"Europe & Central Asia","Other"
"5689","Chile",614812442.9,"1962",693171652.5,-78359209.6,"Latin America & Caribbean","Other"
"5706","China",1913234219,"1962",1372979121,540255098,"East Asia & Pacific","Target"
"5723","Cameroon",0,"1962",0,0,"Sub-Saharan Africa","Other"
"5740","Colombia",605741204.4,"1962",605929809.3,-188604.899999976,"Latin America & Caribbean","Other"
"5757","Comoros",0,"1962",0,0,"Sub-Saharan Africa","Other"
"5774","Costa Rica",108885580.7,"1962",124825190.6,-15939609.9,"Latin America & Caribbean","Other"
"5791","Cuba",0,"1962",0,0,"Latin America & Caribbean","Other"
"5808","Cyprus",0,"1962",0,0,"Europe & Central Asia","Other"
"5825","Czech Republic",0,"1962",0,0,"Europe & Central Asia","Other"
"5842","Germany",0,"1962",0,0,"Europe & Central Asia","Other"
"5859","Djibouti",0,"1962",0,0,"Middle East & North Africa","Other"
"5876","Dominica",0,"1962",0,0,"Latin America & Caribbean","Other"
"5878","Denmark",2236029169,"1962",2539599663,-303570494,"Europe & Central Asia","Other"
"5895","Dominican Republic",196700000,"1962",199300000,-2600000,"Latin America & Caribbean","Other"
"5912","Algeria",396168199.3,"1962",416678732,-20510532.7,"Middle East & North Africa","Other"
"5929","Ecuador",155487287,"1962",163881310.7,-8394023.69999999,"Latin America & Caribbean","Other"
"5946","Eritrea",0,"1962",0,0,"Sub-Saharan Africa","Other"
"5963","Spain",1340088892,"1962",1633079904,-292991012,"Europe & Central Asia","Other"
"5980","Estonia",0,"1962",0,0,"Europe & Central Asia","Other"
"5997","Ethiopia",0,"1962",0,0,"Sub-Saharan Africa","Other"
"6014","Finland",1263061706,"1962",1359290844,-96229138,"Europe & Central Asia","Other"
"6031","Fiji",43823196.07,"1962",47726986.53,-3903790.46,"East Asia & Pacific","Other"
"6048","France",9793338485,"1962",9246854520,546483965,"Europe & Central Asia","Other"
"6065","Gabon",57972564.25,"1962",56243568.93,1728995.32,"Sub-Saharan Africa","Other"
"6082","Georgia",0,"1962",0,0,"Europe & Central Asia","Other"
"6098","Ghana",334773278.6,"1962",393603729.3,-58830450.7,"Sub-Saharan Africa","Other"
"6115","Guinea",0,"1962",0,0,"Sub-Saharan Africa","Other"
"6132","Guinea-Bissau",0,"1962",0,0,"Sub-Saharan Africa","Other"
"6149","Equatorial Guinea",0,"1962",0,0,"Sub-Saharan Africa","Other"
"6166","Greece",482808836.8,"1962",870232756.7,-387423919.9,"Europe & Central Asia","Other"
"6183","Grenada",0,"1962",0,0,"Latin America & Caribbean","Other"
"6200","Guatemala",134800000,"1962",153500000,-18700000,"Latin America & Caribbean","Other"
"6217","Guyana",110424079.8,"1962",87499270.84,22924808.96,"Latin America & Caribbean","Other"
"6234","Honduras",87200000,"1962",85600000,1600000,"Latin America & Caribbean","Other"
"6251","Croatia",0,"1962",0,0,"Europe & Central Asia","Other"
"6268","Haiti",0,"1962",0,0,"Latin America & Caribbean","Other"
"6285","Hungary",0,"1962",0,0,"Europe & Central Asia","Other"
"6302","Indonesia",0,"1962",0,0,"East Asia & Pacific","Other"
"6319","India",1757701758,"1962",2543102543,-785400785,"South Asia","Target"
"6336","Ireland",676034211,"1962",832689302,-156655091,"Europe & Central Asia","Other"
"6353","Iraq",0,"1962",0,0,"Middle East & North Africa","Other"
"6369","Iceland",128310956,"1962",118479439.9,9831516.09999999,"Europe & Central Asia","Other"
"6386","Israel",446666666.7,"1962",4.2e+08,26666666.7,"Middle East & North Africa","Other"
"6403","Italy",6383932340,"1962",6653172244,-269239904,"Europe & Central Asia","Other"
"6420","Jamaica",256772644.5,"1962",271594568.1,-14821923.6,"Latin America & Caribbean","Other"
"6437","Jordan",0,"1962",0,0,"Middle East & North Africa","Other"
"6454","Japan",5726760687,"1962",5641651996,85108691,"East Asia & Pacific","Other"
"6470","Kazakhstan",0,"1962",0,0,"Europe & Central Asia","Other"
"6487","Kenya",278123874.5,"1962",261519895.2,16603979.3,"Sub-Saharan Africa","Other"
"6504","Cambodia",91428571.43,"1962",151428562.9,-59999991.47,"East Asia & Pacific","Other"
"6521","Kiribati",0,"1962",0,0,"East Asia & Pacific","Other"
"6526","Kuwait",0,"1962",0,0,"Middle East & North Africa","Other"
"6543","Lebanon",0,"1962",0,0,"Middle East & North Africa","Other"
"6560","Liberia",0,"1962",0,0,"Sub-Saharan Africa","Other"
"6577","Libya",0,"1962",0,0,"Middle East & North Africa","Other"
"6594","Sri Lanka",398590401.8,"1962",418792243.7,-20201841.9,"South Asia","Other"
"6611","Lesotho",6019879.602,"1962",20019599.61,-13999720.008,"Sub-Saharan Africa","Other"
"6628","Lithuania",0,"1962",0,0,"Europe & Central Asia","Other"
"6645","Luxembourg",606449894.6,"1962",550136530,56313364.6,"Europe & Central Asia","Other"
"6662","Latvia",0,"1962",0,0,"Europe & Central Asia","Other"
"6679","Morocco",428811402,"1962",501926687.1,-73115285.1,"Middle East & North Africa","Other"
"6696","Moldova",0,"1962",0,0,"Europe & Central Asia","Other"
"6713","Madagascar",101689130.7,"1962",135907021.5,-34217890.8,"Sub-Saharan Africa","Other"
"6730","Maldives",0,"1962",0,0,"South Asia","Other"
"6747","Mexico",1302504000,"1962",1536528000,-234024000,"Latin America & Caribbean","Other"
"6764","Marshall Islands",0,"1962",0,0,"East Asia & Pacific","Other"
"6766","Mali",0,"1962",0,0,"Sub-Saharan Africa","Other"
"6783","Malta",0,"1962",0,0,"Middle East & North Africa","Other"
"6799","Myanmar",0,"1962",0,0,"East Asia & Pacific","Other"
"6816","Montenegro",0,"1962",0,0,"Europe & Central Asia","Other"
"6833","Mongolia",0,"1962",0,0,"East Asia & Pacific","Other"
"6850","Mozambique",0,"1962",0,0,"Sub-Saharan Africa","Other"
"6867","Mauritania",16154924.74,"1962",34553392.11,-18398467.37,"Sub-Saharan Africa","Other"
"6884","Mauritius",0,"1962",0,0,"Sub-Saharan Africa","Other"
"6901","Malawi",39199216.02,"1962",64118717.63,-24919501.61,"Sub-Saharan Africa","Other"
"6918","Malaysia",1123674343,"1962",1062685744,60988599,"East Asia & Pacific","Other"
"6935","Namibia",0,"1962",0,0,"Sub-Saharan Africa","Other"
"6952","Niger",49364155.67,"1962",68848135.96,-19483980.29,"Sub-Saharan Africa","Other"
"6969","Nigeria",405957160.9,"1962",665719165.6,-259762004.7,"Sub-Saharan Africa","Other"
"6986","Nicaragua",70120699.33,"1962",76678615.24,-6557915.91,"Latin America & Caribbean","Other"
"7003","Netherlands",6729239599,"1962",6668717860,60521739,"Europe & Central Asia","Other"
"7020","Norway",2048957259,"1962",2154512918,-105555659,"Europe & Central Asia","Other"
"7037","Nepal",0,"1962",0,0,"South Asia","Other"
"7054","New Zealand",0,"1962",0,0,"East Asia & Pacific","Other"
"7071","Oman",0,"1962",0,0,"Middle East & North Africa","Other"
"7088","Pakistan",0,"1962",0,0,"South Asia","Other"
"7105","Panama",346803300,"1962",372814600,-26011300,"Latin America & Caribbean","Other"
"7122","Peru",656247003.6,"1962",721773033.7,-65526030.1,"Latin America & Caribbean","Other"
"7139","Philippines",745668941,"1962",846291726.9,-100622785.9,"East Asia & Pacific","Other"
"7156","Palau",0,"1962",0,0,"East Asia & Pacific","Other"
"7159","Papua New Guinea",42336006.06,"1962",72912010.43,-30576004.37,"East Asia & Pacific","Other"
"7176","Poland",0,"1962",0,0,"Europe & Central Asia","Other"
"7193","Portugal",559847816.6,"1962",695615329.1,-135767512.5,"Europe & Central Asia","Other"
"7210","Paraguay",0,"1962",0,0,"Latin America & Caribbean","Other"
"7227","Qatar",0,"1962",0,0,"Middle East & North Africa","Other"
"7244","Romania",0,"1962",0,0,"Europe & Central Asia","Other"
"7261","Russia",0,"1962",0,0,"Europe & Central Asia","Target"
"7278","Rwanda",11600000,"1962",1.6e+07,-4400000,"Sub-Saharan Africa","Other"
"7295","Saudi Arabia",0,"1962",0,0,"Middle East & North Africa","Other"
"7312","Sudan",225333333.3,"1962",2.32e+08,-6666666.69999999,"Sub-Saharan Africa","Other"
"7329","Senegal",220365435.1,"1962",196614625.7,23750809.4,"Sub-Saharan Africa","Other"
"7346","Singapore",1141219130,"1962",1227165817,-85946687,"East Asia & Pacific","Other"
"7363","Solomon Islands",0,"1962",0,0,"East Asia & Pacific","Other"
"7380","Sierra Leone",0,"1962",0,0,"Sub-Saharan Africa","Other"
"7397","El Salvador",0,"1962",0,0,"Latin America & Caribbean","Other"
"7414","San Marino",0,"1962",0,0,"Europe & Central Asia","Other"
"7430","Somalia",0,"1962",0,0,"Sub-Saharan Africa","Other"
"7437","Serbia",0,"1962",0,0,"Europe & Central Asia","Other"
"7450","South Sudan",0,"1962",0,0,"Sub-Saharan Africa","Other"
"7451","Sao Tome and Principe",0,"1962",0,0,"Sub-Saharan Africa","Other"
"7468","Suriname",0,"1962",0,0,"Latin America & Caribbean","Other"
"7485","Slovenia",0,"1962",0,0,"Europe & Central Asia","Other"
"7502","Sweden",3835863778,"1962",3746139448,89724330,"Europe & Central Asia","Other"
"7519","Seychelles",0,"1962",0,0,"Sub-Saharan Africa","Other"
"7530","Chad",50177660.43,"1962",70200150.53,-20022490.1,"Sub-Saharan Africa","Other"
"7547","Togo",46343063.39,"1962",40229565.75,6113497.64,"Sub-Saharan Africa","Other"
"7564","Thailand",519061302.7,"1962",584003831.4,-64942528.7,"East Asia & Pacific","Other"
"7581","Tajikistan",0,"1962",0,0,"Europe & Central Asia","Other"
"7598","Turkmenistan",0,"1962",0,0,"Europe & Central Asia","Other"
"7615","Timor-Leste",0,"1962",0,0,"East Asia & Pacific","Other"
"7627","Tonga",0,"1962",0,0,"East Asia & Pacific","Other"
"7644","Tunisia",0,"1962",0,0,"Middle East & North Africa","Other"
"7661","Turkey",5e+08,"1962",711111111.1,-211111111.1,"Europe & Central Asia","Other"
"7678","Tanzania",0,"1962",0,0,"Sub-Saharan Africa","Other"
"7695","Uganda",108245283,"1962",96302935.01,11942347.99,"Sub-Saharan Africa","Other"
"7712","Ukraine",0,"1962",0,0,"Europe & Central Asia","Other"
"7729","Uruguay",193918025.6,"1962",246804759.8,-52886734.2,"Latin America & Caribbean","Other"
"7746","Uzbekistan",0,"1962",0,0,"Europe & Central Asia","Other"
"7763","Vietnam",0,"1962",0,0,"East Asia & Pacific","Other"
"7780","Vanuatu",0,"1962",0,0,"East Asia & Pacific","Other"
"7797","Samoa",0,"1962",0,0,"East Asia & Pacific","Other"
"7814","South Africa",2498950021,"1962",1755564889,743385132,"Sub-Saharan Africa","Other"
"7831","Zambia",0,"1962",0,0,"Sub-Saharan Africa","Other"
"7848","Zimbabwe",0,"1962",0,0,"Sub-Saharan Africa","Other"
"7855","Afghanistan",68888922.22,"1963",126666717.8,-57777795.58,"South Asia","Other"
"7865","Angola",0,"1963",0,0,"Sub-Saharan Africa","Other"
"7882","Albania",0,"1963",0,0,"Europe & Central Asia","Other"
"7899","United Arab Emirates",0,"1963",0,0,"Middle East & North Africa","Other"
"7916","Argentina",1441753550,"1963",1441753153,397,"Latin America & Caribbean","Other"
"7933","Armenia",0,"1963",0,0,"Europe & Central Asia","Other"
"7950","Australia",2796505768,"1963",2974577220,-178071452,"East Asia & Pacific","Other"
"7967","Austria",1961802212,"1963",1914159092,47643120,"Europe & Central Asia","Other"
"7984","Azerbaijan",0,"1963",0,0,"Europe & Central Asia","Other"
"8001","Burundi",17500000,"1963",33250000,-15750000,"Sub-Saharan Africa","Other"
"8018","Belgium",5948215318,"1963",6084755798,-136540480,"Europe & Central Asia","Other"
"8035","Benin",9703490.052,"1963",29521371.22,-19817881.168,"Sub-Saharan Africa","Other"
"8052","Burkina Faso",21985472.4,"1963",61742281.23,-39756808.83,"Sub-Saharan Africa","Other"
"8069","Bangladesh",531067333.1,"1963",620050850.4,-88983517.3,"South Asia","Other"
"8086","Bulgaria",0,"1963",0,0,"Europe & Central Asia","Other"
"8103","Bahrain",0,"1963",0,0,"Middle East & North Africa","Other"
"8120","Bosnia and Herzegovina",0,"1963",0,0,"Europe & Central Asia","Other"
"8137","Belarus",0,"1963",0,0,"Europe & Central Asia","Other"
"8154","Belize",0,"1963",0,0,"Latin America & Caribbean","Other"
"8171","Bolivia",81303527.6,"1963",126128983.8,-44825456.2,"Latin America & Caribbean","Other"
"8188","Brazil",2080325262,"1963",2097486801,-17161539,"Latin America & Caribbean","Target"
"8205","Barbados",0,"1963",0,0,"Latin America & Caribbean","Other"
"8222","Bhutan",0,"1963",0,0,"South Asia","Other"
"8239","Botswana",11044317.07,"1963",18034391.16,-6990074.09,"Sub-Saharan Africa","Other"
"8256","Central African Republic",32650875.61,"1963",49792587.35,-17141711.74,"Sub-Saharan Africa","Other"
"8273","Canada",8151311703,"1963",7792434890,358876813,"North America","Other"
"8290","Switzerland",3477336463,"1963",3694832986,-217496523,"Europe & Central Asia","Other"
"8307","Chile",697065976.8,"1963",837155008.1,-140089031.3,"Latin America & Caribbean","Other"
"8324","China",2031034203,"1963",1450158421,580875782,"East Asia & Pacific","Target"
"8341","Cameroon",0,"1963",0,0,"Sub-Saharan Africa","Other"
"8358","Colombia",579510844.4,"1963",597285655.6,-17774811.2,"Latin America & Caribbean","Other"
"8375","Comoros",0,"1963",0,0,"Sub-Saharan Africa","Other"
"8392","Costa Rica",113065968.9,"1963",138870092.2,-25804123.3,"Latin America & Caribbean","Other"
"8409","Cuba",0,"1963",0,0,"Latin America & Caribbean","Other"
"8426","Cyprus",0,"1963",0,0,"Europe & Central Asia","Other"
"8443","Czech Republic",0,"1963",0,0,"Europe & Central Asia","Other"
"8460","Germany",0,"1963",0,0,"Europe & Central Asia","Other"
"8477","Djibouti",0,"1963",0,0,"Middle East & North Africa","Other"
"8494","Dominica",0,"1963",0,0,"Latin America & Caribbean","Other"
"8496","Denmark",2528521059,"1963",2560816360,-32295301,"Europe & Central Asia","Other"
"8513","Dominican Republic",1.95e+08,"1963",244400000,-49400000,"Latin America & Caribbean","Other"
"8530","Algeria",667230625.9,"1963",995399149.3,-328168523.4,"Middle East & North Africa","Other"
"8547","Ecuador",168447595.4,"1963",181649533.1,-13201937.7,"Latin America & Caribbean","Other"
"8564","Eritrea",0,"1963",0,0,"Sub-Saharan Africa","Other"
"8581","Spain",1471112408,"1963",2056286551,-585174143,"Europe & Central Asia","Other"
"8598","Estonia",0,"1963",0,0,"Europe & Central Asia","Other"
"8615","Ethiopia",0,"1963",0,0,"Sub-Saharan Africa","Other"
"8632","Finland",1313353899,"1963",1336393601,-23039702,"Europe & Central Asia","Other"
"8649","Fiji",66112580.28,"1963",62964362.17,3148218.11,"East Asia & Pacific","Other"
"8666","France",10775818755,"1963",10665733809,110084946,"Europe & Central Asia","Other"
"8683","Gabon",72764821.81,"1963",70124240.08,2640581.73,"Sub-Saharan Africa","Other"
"8700","Georgia",0,"1963",0,0,"Europe & Central Asia","Other"
"8716","Ghana",326368928.6,"1963",423018954.6,-96650026,"Sub-Saharan Africa","Other"
"8733","Guinea",0,"1963",0,0,"Sub-Saharan Africa","Other"
"8750","Guinea-Bissau",0,"1963",0,0,"Sub-Saharan Africa","Other"
"8767","Equatorial Guinea",0,"1963",0,0,"Sub-Saharan Africa","Other"
"8784","Greece",556304610.6,"1963",1034173118,-477868507.4,"Europe & Central Asia","Other"
"8801","Grenada",0,"1963",0,0,"Latin America & Caribbean","Other"
"8818","Guatemala",180400000,"1963",201200000,-20800000,"Latin America & Caribbean","Other"
"8835","Guyana",110599078.3,"1963",81082657.64,29516420.66,"Latin America & Caribbean","Other"
"8852","Honduras",90600000,"1963",101400000,-10800000,"Latin America & Caribbean","Other"
"8869","Croatia",0,"1963",0,0,"Europe & Central Asia","Other"
"8886","Haiti",0,"1963",0,0,"Latin America & Caribbean","Other"
"8903","Hungary",0,"1963",0,0,"Europe & Central Asia","Other"
"8920","Indonesia",0,"1963",0,0,"East Asia & Pacific","Other"
"8937","India",2072702073,"1963",2860202860,-787500787,"South Asia","Target"
"8954","Ireland",756372067.6,"1963",938557266.4,-182185198.8,"Europe & Central Asia","Other"
"8971","Iraq",0,"1963",0,0,"Middle East & North Africa","Other"
"8987","Iceland",139975588.4,"1963",144033830.1,-4058241.69999999,"Europe & Central Asia","Other"
"9004","Israel",5.58e+08,"1963",4.79e+08,7.9e+07,"Middle East & North Africa","Other"
"9021","Italy",7020447959,"1963",8277784615,-1257336656,"Europe & Central Asia","Other"
"9038","Jamaica",282449951,"1963",281394372.1,1055578.89999998,"Latin America & Caribbean","Other"
"9055","Jordan",0,"1963",0,0,"Middle East & North Africa","Other"
"9072","Japan",6281142818,"1963",6863868541,-582725723,"East Asia & Pacific","Other"
"9088","Kazakhstan",0,"1963",0,0,"Europe & Central Asia","Other"
"9105","Kenya",296813881,"1963",268365892.4,28447988.6,"Sub-Saharan Africa","Other"
"9122","Cambodia",125714285.7,"1963",151428562.9,-25714277.2,"East Asia & Pacific","Other"
"9139","Kiribati",0,"1963",0,0,"East Asia & Pacific","Other"
"9144","Kuwait",0,"1963",0,0,"Middle East & North Africa","Other"
"9161","Lebanon",0,"1963",0,0,"Middle East & North Africa","Other"
"9178","Liberia",0,"1963",0,0,"Sub-Saharan Africa","Other"
"9195","Libya",0,"1963",0,0,"Middle East & North Africa","Other"
"9212","Sri Lanka",319557568.5,"1963",341092712.8,-21535144.3,"South Asia","Other"
"9229","Lesotho",6999860.003,"1963",23939521.21,-16939661.207,"Sub-Saharan Africa","Other"
"9246","Lithuania",0,"1963",0,0,"Europe & Central Asia","Other"
"9263","Luxembourg",629020772.2,"1963",574222742.1,54798030.1,"Europe & Central Asia","Other"
"9280","Latvia",0,"1963",0,0,"Europe & Central Asia","Other"
"9297","Morocco",476237545.7,"1963",533544116.2,-57306570.5,"Middle East & North Africa","Other"
"9314","Moldova",0,"1963",0,0,"Europe & Central Asia","Other"
"9331","Madagascar",97047803.66,"1963",151309643.6,-54261839.94,"Sub-Saharan Africa","Other"
"9348","Maldives",0,"1963",0,0,"South Asia","Other"
"9365","Mexico",1411096000,"1963",1688128000,-277032000,"Latin America & Caribbean","Other"
"9382","Marshall Islands",0,"1963",0,0,"East Asia & Pacific","Other"
"9384","Mali",0,"1963",0,0,"Sub-Saharan Africa","Other"
"9401","Malta",0,"1963",0,0,"Middle East & North Africa","Other"
"9417","Myanmar",0,"1963",0,0,"East Asia & Pacific","Other"
"9434","Montenegro",0,"1963",0,0,"Europe & Central Asia","Other"
"9451","Mongolia",0,"1963",0,0,"East Asia & Pacific","Other"
"9468","Mozambique",0,"1963",0,0,"Sub-Saharan Africa","Other"
"9485","Mauritania",28674991.83,"1963",33619515.61,-4944523.78,"Sub-Saharan Africa","Other"
"9502","Mauritius",0,"1963",0,0,"Sub-Saharan Africa","Other"
"9519","Malawi",41719165.62,"1963",71538569.23,-29819403.61,"Sub-Saharan Africa","Other"
"9536","Malaysia",1152839377,"1963",1107948288,44891089,"East Asia & Pacific","Other"
"9553","Namibia",0,"1963",0,0,"Sub-Saharan Africa","Other"
"9570","Niger",54590784.54,"1963",60518929.75,-5928145.21,"Sub-Saharan Africa","Other"
"9587","Nigeria",453486910.3,"1963",699267534.6,-245780624.3,"Sub-Saharan Africa","Other"
"9604","Nicaragua",84431029.52,"1963",88585217.81,-4154188.29000001,"Latin America & Caribbean","Other"
"9621","Netherlands",7315166178,"1963",7423212392,-108046214,"Europe & Central Asia","Other"
"9638","Norway",2243828467,"1963",2337855859,-94027392,"Europe & Central Asia","Other"
"9655","Nepal",0,"1963",0,0,"South Asia","Other"
"9672","New Zealand",0,"1963",0,0,"East Asia & Pacific","Other"
"9689","Oman",0,"1963",0,0,"Middle East & North Africa","Other"
"9706","Pakistan",0,"1963",0,0,"South Asia","Other"
"9723","Panama",380614200,"1963",434329900,-53715700,"Latin America & Caribbean","Other"
